ime,obshtina,moshtnost
"ФтЕЦ ""Еко Традекас Енерджи - Узунджово 2""",община Хасково,0.17976
"ФтЕЦ ""Попово - 4""",община Попово,0.1
"ФтЕЦ ""Милан Енерджи - Боринци 2""",община Котел,0.05
"ФтЕЦ ""Русе - Академик Михаил Арнаудов""",община Русе,0.03
"ФтЕЦ ""Стротелна компания""",община Враца,0.08789
"ФтЕЦ ""Атанасов - Събрано""",община Нова Загора,0.03
"ФтЕЦ ""Чико С - Смолян""",община Смолян,0.0549
"ФтЕЦ ""Таня Арабаджова - Ваcил Левски""",община Карлово,0.029925
"ФтЕЦ ""Скайфор - Панагюрище""",община Панагюрище,0.752
"ФтЕЦ ""Иван Иванов - Олимп 75 - Николаево""",община Николаево,0.06
"ФтЕЦ ""Лесковец""",община Оряхово,0.1
"ФтЕЦ ""СБЗ - Бургас 2""",община Бургас,0.3014
"ФтЕЦ ""Калейца 2""",община Троян,0.0999
"ФтЕЦ"" Солар технолъджи 3""",община Левски,0.03
"ФтЕЦ ""Нибора""",община Плевен,0.0436
"ФтЕЦ ""Детелина И - Хасково""",община Хасково,0.09968
ФтЕЦ Джордан,община Видин,0.096
"ФтЕЦ ""Дълго поле 2""",община Калояново,88.59432
"ФтЕЦ ""Огнян Божилов""",община Долна баня,0.08
"ФтЕЦ ""Булстрой 1""",община Гулянци,0.1053
"ФтЕЦ ""Булстрой 2""",община Гулянци,0.16
"ФтЕЦ ""Сандини груп 1""",община Благоевград,0.03
"ФтЕЦ ""Сандини груп 2""",община Благоевград,0.03
"ФтЕЦ ""Кирил инвест 2""",община Благоевград,0.19
"ФтЕЦ ""Биг агро консулт""",община Благоевград,0.2
"ФтЕЦ ""Ди Ем Сан 4""",община Гулянци,0.121
"ФтЕЦ ""Иистърн Проджектс - Хаджидимитрово 1""",община Тунджа,0.15
"ФтЕЦ ""Реиж""",община Пирдоп,0.17
"ФтЕЦ ""Иистърн Проджектс - Хаджидимитрово 3""",община Тунджа,0.049595
"ФтЕЦ ""Горно Павликене 8""",община Ловеч,0.029575
"ФтЕЦ ""Лясковец - Стефан Калинов""",община Лясковец,0.04
"ФтЕЦ ""Каскада - Цараццово 1""",община Марица,1.05
"ФтЕЦ ""Величка Папаркова - Оряхово""",община Любимец,0.03
"ФтЕЦ ""Надежда Димитрова - Крушаре""",община Сливен,0.07992
"ФтЕЦ ""Горна Оряховица - Иван Момчилов - 1""",община Горна Оряховица,0.06
"ФтЕЦ ""Ауто Мими 3""",община Плевен,0.1
"ФтЕЦ ""Русе - Капитан Райчо Николов - 2""",община Русе,0.1162
"ФтЕЦ ""Димо Димов - Спасово 1""",община Чирпан,0.2
"ФтЕЦ ""Гюешево 2""",община Кюстендил,0.03
"ФтЕЦ ""Гюешево 1""",община Кюстендил,0.03
"ФтЕЦ ""Оки консулт""",община Петрич,0.03
"ФтЕЦ ""Велики  Преслав - 5""",община Велики Преслав,2.5
"ФтЕЦ"" Евродивелъпмънт - Мечкарево1""",община Сливен,0.0297
"ФтЕЦ ""Исперих - Ангел Кънчев""",община Исперих,0.03
"ФтЕЦ ""Севлиево - Метален цех Спектър""",община Севлиево,0.05
"ФтЕЦ ""Севлиево - Крушевски баир - 4""",община Севлиево,0.05
"ФтЕЦ ""МТП""",община Гоце Делчев,0.4
"ФтЕЦ ""Тимбър продукт - Прохорово - 1""",община Нова Загора,0.09774
"ФтЕЦ ""КПД""",община Сливница,1.5
"ФтЕЦ ""Ясен 77 - Зимница 1""",община Стралджа,0.099735
"ФтЕЦ ""Елсол""",община Дупница,0.02325
"ФтЕЦ ""Кула 13""",община Кула,0.0297
"ФтЕЦ ""Кула 14""",община Кула,0.0297
"ФтЕЦ ""Каскада - Царацово 2""",община Марица,0.21384
"ФтЕЦ  ""Цветница""",община Търговище,0.03
"ФтЕЦ ""Катунец 5""",община Угърчин,0.199
"ФтЕЦ ""Куманово""",община Аксаково,0.03
"ФтЕЦ ""Блатец""",община Кюстендил,0.03
"ФтЕЦ ""Солар Върбица""",община Плевен,0.03
"ФтЕЦ ""Мирослав Цветков""",община Искър,0.03
"ФтЕЦ ""Клонинг - Чернозем 100""",община Елхово,0.115
"ФтЕЦ ""Неосолар""",община Плевен,0.2
"ФтЕЦ ""Демакс 1""",община Гулянци,0.0495
"ФтЕЦ ""Демакс 2""",община Гулянци,0.05
"ФтЕЦ ""Георги Димитров - Средец""",община Средец,0.0099
"ФтЕЦ ""Арис 05""",община Петрич,0.1998
"ФтЕЦ ""ДЖЕТ ЕНЕРДЖИ""",община Столична,0.0355
"ФтЕЦ ""ЕТ БЛЕНД - Евгени Хаджиев-Първомай""",община Първомай,0.216
ФтЕЦ Виолета Николова,община Кресна,0.02992
"ФтЕЦ ""Моллов - Крумовград""",община Крумовград,0.01635
"ФтЕЦ ""Тера Н - Сборище 2""",община Твърдица,0.0983
"ФтЕЦ ""Енергия 66""",община Гулянци,0.13
"ФтЕЦ ""Буковец - Твърдица 1""",община Твърдица,0.01962
"ФтЕЦ ""Белвеста 2 - Казанлък""",община Казанлък,0.12
"ФтЕЦ ""Кремък Агро - Раднево""",община Раднево,1.7982
"ФтЕЦ ""Волт Актив - Радецки 10 """,община Нова Загора,0.1
"ФтЕЦ ""Буторов 2""",община Червен бряг,0.05
"ФтЕЦ ""ЗПЗ - Варна - 17""",община Варна,0.16095
"ФтЕЦ ""Жирдел - Сивен 2""",община Сливен,0.0999
"ФтЕЦ ""МХ Топ - Малина""",община Средец,0.06
"ФтЕЦ ""Ес Пи Ес инженеринг БГ""",община Мездра,0.2
"ФтЕЦ ""Техномонтаж - Загорци 6""",община Нова Загора,0.13
"ФтЕЦ ""Семерджиево - 5""",община Русе,0.04
"ФтЕЦ ""Варна - Владислав Варненчик - 6""",община Варна,0.06
"ФтЕЦ ""Варна - Владислав Варненчик - 7""",община Варна,0.1
"ФтЕЦ ""Ема ЕМ""",община Плевен,0.1199
"ФтЕЦ ""Лиан Строй - Сливен""",община Сливен,0.03
"ФтЕЦ ""Соларес Трейд - Царимир""",община Съединение,0.105
"ФтЕЦ ""Христо Барфончовски""",община Борован,0.03
"ФтЕЦ ""К22 Койнаре""",община Червен бряг,2.0
"ФтЕЦ ""Кацелово - Филип Тотю""",община Две могили,0.06
"ФтЕЦ ""Десий - Карнобат 1""",община Карнобат,0.19
"ФтЕЦ ""Червена вода - Стопански двор""",община Русе,0.05
"ФтЕЦ ""Русе - Драва - 1""",община Русе,0.06
"ФтЕЦ ""ИВАН ШУЛЕКОВ - ЕЛШИЦА""",община Панагюрище,0.03
"ФтЕЦ ""Магнит 81 - Карнобат 3""",община Карнобат,0.03
"ФтЕЦ ""Елит газ - Желю Войвода 2""",община Сливен,0.05
"ФтЕЦ ""Елит газ - Дълбоки Дол 4""",община Сливен,0.05
"ФтЕЦ ""СУККОС""",община Варна,0.03
"ФтЕЦ  ""ОФИС 1""",община Столична,0.0104
"ФтЕЦ ""Добрич - Поп Богомил - 1""",община Добрич,0.05
"ФтЕЦ ""Теодора Вълова 1""",община Искър,0.03
"ФтЕЦ ""Сотира"" 1",община Варна,0.02
"ФтЕЦ ""Найси Кар - Пловдив""",община Пловдив,0.07128
"ФтЕЦ"" Ю-рент -Войводово""",община Хасково,1.98
"ФтЕЦ ""Зант  Енерджи- Големо село""",община Бобов дол,0.06
"ФтЕЦ ""Юделник - 2""",община Сливо поле,0.185
"ФтЕЦ"" Езерче - Таньо Войвода""",община Цар Калоян,0.03
"ФтЕЦ ""Делта хил инвест""",община Брезник,0.153
"ФтЕЦ ""Кабранова - Питово""",община Нова Загора,0.03
"ФтЕЦ ""Електрообзавеждане - Г. Черковище""",община Казанлък,0.1
"ФтЕЦ ""Митеви 80- Екзарх Антимово 1""",община Карнобат,0.03
"ФтЕЦ ""Разград - Балчик- 1""",община Разград,0.03
"ФтЕЦ ""Попов 1""",община Гулянци,0.1
"ФтЕЦ ""Тутракан 1-Гълъбово""",община Гълъбово,0.3564
"ФтЕЦ ""Карисол - Чукарка 2""",община Айтос,0.1446
"ФтЕЦ ""Разград - Априлско въстание - 3""",община Разград,0.03
"ФтЕЦ ""Гложево - Лиляна Димитрова""",община Ветово,0.03
"ФтЕЦ ""Севлиево - Зона Изток - 1""",община Севлиево,0.09
"ФтЕЦ ""Севлиево - Зона Изток - 2""",община Севлиево,0.04
"ФтЕЦ ""Електрик - Деветак 1""",община Карнобат,0.1
"ФтЕЦ ""Техномаш Капитал - Сотиря""",община Сливен,1.99983
"ФтЕЦ ""Влист - Стралджа 3""",община Стралджа,0.04428
"ФтЕЦ ""Влист - Стралджа 4""",община Стралджа,0.05
"ФтЕЦ ""Влист - Стралджа 5""",община Стралджа,0.05076
"ФтЕЦ ""Влист - Стралджа 6""",община Стралджа,0.04644
"ФтЕЦ ""Стралджа - Влист 7""",община Стралджа,0.0486
"ФтЕЦ ""Стралджа - Влист 8""",община Стралджа,0.0486
"ФтЕЦ ""Влист - Стралджа 9""",община Стралджа,0.0486
"ФтЕЦ ""Влист - Стралджа 10""",община Стралджа,0.0486
"ФтЕЦ ""Стралджа -Влист 11""",община Стралджа,0.0486
"ФтЕЦ ""Влист - Стралджа 12""",община Стралджа,0.0486
"ФтЕЦ ""Олимп 6""",община Долна Митрополия,0.03
"ФтЕЦ ""Влист - Стралджа 13""",община Стралджа,0.054
"ФтЕЦ ""Алтея - Ягода""",община Мъглиж,0.061875
"ФтЕЦ"" Тончо Драгнев - Славянци 3""",община Сунгурларе,0.03
"ФтЕЦ ""Алек енерджи 2""",община Угърчин,0.03
"ФтЕЦ ""Томас Валентинов""",община Мездра,0.08
"ФтЕЦ ""Капхорн""",община Дупница,0.14472
"ФтЕЦ ""Сливо поле - Ангел Войвода""",община Сливо поле,0.09
